ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
GA,03/06/2020,0,0,0,0,0
IB,03/06/2020,3,3,0,0,0
MC,03/06/2020,2,2,0,0,0
MD,03/06/2020,148,143,0,5,0
ML,03/06/2020,0,0,0,0,0
NC,03/06/2020,6,6,0,0,0
PV,03/06/2020,7,7,0,0,0
RI,03/06/2020,2,2,0,0,0
VC,03/06/2020,11,11,0,0,0
AN,04/06/2020,5,5,0,0,0
AR,04/06/2020,9,9,0,0,0
AS,04/06/2020,0,0,0,0,0
CB,04/06/2020,1,1,0,0,0
CE,04/06/2020,0,0,0,0,0
CL,04/06/2020,27,25,0,2,0
CM,04/06/2020,37,31,0,6,0
CN,04/06/2020,1,1,0,0,0
CT,04/06/2020,135,103,0,32,0
EX,04/06/2020,3,3,0,0,0
GA,04/06/2020,2,2,0,0,0
IB,04/06/2020,6,6,0,0,0
MC,04/06/2020,2,2,0,0,0
MD,04/06/2020,113,109,0,4,0
ML,04/06/2020,0,0,0,0,0
NC,04/06/2020,7,7,0,0,0
PV,04/06/2020,6,6,0,0,0
RI,04/06/2020,2,2,0,0,0
VC,04/06/2020,9,9,0,0,0
AN,05/06/2020,12,12,0,0,0
AR,05/06/2020,5,5,0,0,0
AS,05/06/2020,2,2,0,0,0
CB,05/06/2020,2,2,0,0,0
CE,05/06/2020,0,0,0,0,0
CL,05/06/2020,36,36,0,0,0
CM,05/06/2020,32,32,0,0,0
CN,05/06/2020,1,1,0,0,0
CT,05/06/2020,179,155,0,24,0
EX,05/06/2020,0,0,0,0,0
GA,05/06/2020,4,4,0,0,0
IB,05/06/2020,3,3,0,0,0
MC,05/06/2020,1,1,0,0,0
MD,05/06/2020,143,141,0,2,0
ML,05/06/2020,0,0,0,0,0
NC,05/06/2020,6,6,0,0,0
PV,05/06/2020,12,10,0,2,0
RI,05/06/2020,2,2,0,0,0
VC,05/06/2020,8,8,0,0,0
AN,06/06/2020,6,6,0,0,0
AR,06/06/2020,5,5,0,0,0
AS,06/06/2020,2,2,0,0,0
CB,06/06/2020,0,0,0,0,0
CE,06/06/2020,0,0,0,0,0
CL,06/06/2020,12,12,0,0,0
CM,06/06/2020,21,21,0,0,0
CN,06/06/2020,4,4,0,0,0
CT,06/06/2020,71,71,0,0,0
EX,06/06/2020,0,0,0,0,0
GA,06/06/2020,1,1,0,0,0
IB,06/06/2020,2,2,0,0,0
MC,06/06/2020,3,3,0,0,0
MD,06/06/2020,75,73,0,2,0
ML,06/06/2020,0,0,0,0,0
NC,06/06/2020,1,1,0,0,0
PV,06/06/2020,12,8,0,4,0
RI,06/06/2020,2,2,0,0,0
VC,06/06/2020,8,8,0,0,0
AN,07/06/2020,2,2,0,0,0
AR,07/06/2020,4,4,0,0,0
AS,07/06/2020,1,1,0,0,0
CB,07/06/2020,3,3,0,0,0
CE,07/06/2020,0,0,0,0,0
CL,07/06/2020,13,13,0,0,0
CM,07/06/2020,11,11,0,0,0
CN,07/06/2020,1,1,0,0,0
CT,07/06/2020,58,55,0,2,1
EX,07/06/2020,1,1,0,0,0
GA,07/06/2020,1,1,0,0,0
IB,07/06/2020,3,3,0,0,0
MC,07/06/2020,0,0,0,0,0
MD,07/06/2020,65,60,0,5,0
ML,07/06/2020,0,0,0,0,0
NC,07/06/2020,2,2,0,0,0
PV,07/06/2020,12,12,0,0,0
RI,07/06/2020,1,1,0,0,0
VC,07/06/2020,7,7,0,0,0
AN,08/06/2020,6,6,0,0,0
AR,08/06/2020,5,5,0,0,0
AS,08/06/2020,0,0,0,0,0
CB,08/06/2020,1,1,0,0,0
CE,08/06/2020,0,0,0,0,0
CL,08/06/2020,34,34,0,0,0
CM,08/06/2020,33,32,0,1,0
CN,08/06/2020,2,2,0,0,0
CT,08/06/2020,123,108,0,15,0
EX,08/06/2020,1,1,0,0,0
GA,08/06/2020,4,4,0,0,0
IB,08/06/2020,2,2,0,0,0
MC,08/06/2020,2,2,0,0,0
MD,08/06/2020,142,134,0,8,0
ML,08/06/2020,0,0,0,0,0
NC,08/06/2020,0,0,0,0,0
PV,08/06/2020,15,14,0,1,0
RI,08/06/2020,0,0,0,0,0
VC,08/06/2020,5,5,0,0,0
AN,09/06/2020,8,8,0,0,0
AR,09/06/2020,10,10,0,0,0
AS,09/06/2020,0,0,0,0,0
CB,09/06/2020,0,0,0,0,0
CE,09/06/2020,0,0,0,0,0
CL,09/06/2020,27,26,0,1,0
CM,09/06/2020,23,23,0,0,0
CN,09/06/2020,2,2,0,0,0
CT,09/06/2020,92,60,0,32,0
EX,09/06/2020,3,2,1,0,0
GA,09/06/2020,3,3,0,0,0
IB,09/06/2020,1,1,0,0,0
MC,09/06/2020,2,2,0,0,0
MD,09/06/2020,111,108,0,3,0
ML,09/06/2020,1,1,0,0,0
NC,09/06/2020,5,5,0,0,0
PV,09/06/2020,17,11,0,6,0
RI,09/06/2020,1,1,0,0,0
VC,09/06/2020,8,8,0,0,0
AN,10/06/2020,6,6,0,0,0
AR,10/06/2020,2,2,0,0,0
AS,10/06/2020,0,0,0,0,0
CB,10/06/2020,1,0,1,0,0
CE,10/06/2020,0,0,0,0,0
CL,10/06/2020,17,16,0,1,0
CM,10/06/2020,24,21,0,3,0
CN,10/06/2020,1,1,0,0,0
CT,10/06/2020,131,83,0,47,1
EX,10/06/2020,1,1,0,0,0
GA,10/06/2020,0,0,0,0,0
IB,10/06/2020,4,4,0,0,0
MC,10/06/2020,1,1,0,0,0
MD,10/06/2020,115,115,0,0,0
ML,10/06/2020,0,0,0,0,0
NC,10/06/2020,4,4,0,0,0
PV,10/06/2020,12,8,0,4,0
RI,10/06/2020,0,0,0,0,0
VC,10/06/2020,4,4,0,0,0
AN,11/06/2020,4,4,0,0,0
AR,11/06/2020,5,5,0,0,0
AS,11/06/2020,3,3,0,0,0
CB,11/06/2020,4,4,0,0,0
CE,11/06/2020,0,0,0,0,0
CL,11/06/2020,17,17,0,0,0
CM,11/06/2020,9,8,0,1,0
CN,11/06/2020,2,2,0,0,0
CT,11/06/2020,115,73,0,41,1
EX,11/06/2020,0,0,0,0,0
GA,11/06/2020,1,1,0,0,0
IB,11/06/2020,4,4,0,0,0
MC,11/06/2020,0,0,0,0,0
MD,11/06/2020,103,100,0,3,0
ML,11/06/2020,0,0,0,0,0
NC,11/06/2020,1,1,0,0,0
PV,11/06/2020,12,10,0,2,0
RI,11/06/2020,1,1,0,0,0
VC,11/06/2020,11,11,0,0,0
AN,12/06/2020,4,4,0,0,0
AR,12/06/2020,3,3,0,0,0
AS,12/06/2020,0,0,0,0,0
CB,12/06/2020,2,2,0,0,0
CE,12/06/2020,0,0,0,0,0
CL,12/06/2020,21,20,0,1,0
CM,12/06/2020,18,17,0,1,0
CN,12/06/2020,4,4,0,0,0
CT,12/06/2020,116,89,0,27,0
EX,12/06/2020,1,1,0,0,0
GA,12/06/2020,3,3,0,0,0
IB,12/06/2020,7,7,0,0,0
MC,12/06/2020,0,0,0,0,0
MD,12/06/2020,123,122,0,1,0
ML,12/06/2020,0,0,0,0,0
NC,12/06/2020,1,1,0,0,0
PV,12/06/2020,18,18,0,0,0
RI,12/06/2020,0,0,0,0,0
VC,12/06/2020,11,11,0,0,0
AN,13/06/2020,4,4,0,0,0
AR,13/06/2020,4,4,0,0,0
AS,13/06/2020,0,0,0,0,0
CB,13/06/2020,1,1,0,0,0
CE,13/06/2020,0,0,0,0,0
CL,13/06/2020,12,11,0,1,0
CM,13/06/2020,7,7,0,0,0
CN,13/06/2020,2,2,0,0,0
CT,13/06/2020,41,38,0,3,0
EX,13/06/2020,1,1,0,0,0
GA,13/06/2020,0,0,0,0,0
IB,13/06/2020,2,2,0,0,0
MC,13/06/2020,1,1,0,0,0
MD,13/06/2020,26,25,0,1,0
ML,13/06/2020,0,0,0,0,0
NC,13/06/2020,1,1,0,0,0
PV,13/06/2020,13,10,0,3,0
RI,13/06/2020,2,2,0,0,0
VC,13/06/2020,3,3,0,0,0
AN,14/06/2020,4,4,0,0,0
AR,14/06/2020,2,1,0,1,0
AS,14/06/2020,0,0,0,0,0
CB,14/06/2020,2,2,0,0,0
CE,14/06/2020,0,0,0,0,0
CL,14/06/2020,6,5,0,1,0
CM,14/06/2020,10,10,0,0,0
CN,14/06/2020,1,1,0,0,0
CT,14/06/2020,51,50,0,1,0
EX,14/06/2020,0,0,0,0,0
GA,14/06/2020,1,1,0,0,0
IB,14/06/2020,4,4,0,0,0
MC,14/06/2020,3,3,0,0,0
MD,14/06/2020,48,46,0,2,0
ML,14/06/2020,0,0,0,0,0
NC,14/06/2020,2,2,0,0,0
PV,14/06/2020,10,7,0,3,0
RI,14/06/2020,1,1,0,0,0
VC,14/06/2020,1,1,0,0,0
AN,15/06/2020,7,7,0,0,0
AR,15/06/2020,6,6,0,0,0
AS,15/06/2020,0,0,0,0,0
CB,15/06/2020,1,1,0,0,0
CE,15/06/2020,0,0,0,0,0
CL,15/06/2020,15,15,0,0,0
CM,15/06/2020,16,16,0,0,0
CN,15/06/2020,1,1,0,0,0
CT,15/06/2020,91,69,0,22,0
EX,15/06/2020,5,5,0,0,0
GA,15/06/2020,3,3,0,0,0
IB,15/06/2020,3,3,0,0,0
MC,15/06/2020,2,2,0,0,0
MD,15/06/2020,126,124,0,2,0
ML,15/06/2020,1,1,0,0,0
NC,15/06/2020,4,4,0,0,0
PV,15/06/2020,17,15,0,2,0
RI,15/06/2020,0,0,0,0,0
VC,15/06/2020,11,11,0,0,0
AN,16/06/2020,10,10,0,0,0
AR,16/06/2020,11,11,0,0,0
AS,16/06/2020,1,1,0,0,0
CB,16/06/2020,2,2,0,0,0
CE,16/06/2020,0,0,0,0,0
CL,16/06/2020,42,41,0,1,0
CM,16/06/2020,21,21,0,0,0
CN,16/06/2020,2,2,0,0,0
CT,16/06/2020,87,73,0,14,0
EX,16/06/2020,2,2,0,0,0
GA,16/06/2020,1,1,0,0,0
IB,16/06/2020,4,4,0,0,0
MC,16/06/2020,1,1,0,0,0
MD,16/06/2020,54,54,0,0,0
ML,16/06/2020,0,0,0,0,0
NC,16/06/2020,12,12,0,0,0
PV,16/06/2020,10,10,0,0,0
RI,16/06/2020,1,1,0,0,0
VC,16/06/2020,10,10,0,0,0
AN,17/06/2020,10,10,0,0,0
AR,17/06/2020,6,6,0,0,0
AS,17/06/2020,0,0,0,0,0
CB,17/06/2020,3,3,0,0,0
CE,17/06/2020,0,0,0,0,0
CL,17/06/2020,18,18,0,0,0
CM,17/06/2020,15,15,0,0,0
CN,17/06/2020,14,14,0,0,0
CT,17/06/2020,102,85,0,16,1
EX,17/06/2020,7,7,0,0,0
GA,17/06/2020,4,4,0,0,0
IB,17/06/2020,4,4,0,0,0
MC,17/06/2020,2,2,0,0,0
MD,17/06/2020,81,81,0,0,0
ML,17/06/2020,0,0,0,0,0
NC,17/06/2020,3,3,0,0,0
PV,17/06/2020,11,8,0,3,0
RI,17/06/2020,0,0,0,0,0
VC,17/06/2020,8,8,0,0,0
AN,18/06/2020,25,25,0,0,0
AR,18/06/2020,16,16,0,0,0
AS,18/06/2020,0,0,0,0,0
CB,18/06/2020,5,5,0,0,0
CE,18/06/2020,0,0,0,0,0
CL,18/06/2020,12,11,0,1,0
CM,18/06/2020,12,12,0,0,0
CN,18/06/2020,0,0,0,0,0
CT,18/06/2020,110,95,0,15,0
EX,18/06/2020,4,4,0,0,0
GA,18/06/2020,2,2,0,0,0
IB,18/06/2020,5,5,0,0,0
MC,18/06/2020,2,2,0,0,0
MD,18/06/2020,70,70,0,0,0
ML,18/06/2020,0,0,0,0,0
NC,18/06/2020,6,6,0,0,0
PV,18/06/2020,13,11,0,2,0
RI,18/06/2020,1,1,0,0,0
VC,18/06/2020,8,8,0,0,0
AN,19/06/2020,11,11,0,0,0
AR,19/06/2020,23,23,0,0,0
AS,19/06/2020,0,0,0,0,0
CB,19/06/2020,0,0,0,0,0
CE,19/06/2020,0,0,0,0,0
CL,19/06/2020,14,13,0,1,0
CM,19/06/2020,13,13,0,0,0
CN,19/06/2020,1,1,0,0,0
CT,19/06/2020,98,83,0,15,0
EX,19/06/2020,2,2,0,0,0
GA,19/06/2020,2,2,0,0,0
IB,19/06/2020,8,8,0,0,0
MC,19/06/2020,3,3,0,0,0
MD,19/06/2020,59,59,0,0,0
ML,19/06/2020,0,0,0,0,0
NC,19/06/2020,9,9,0,0,0
PV,19/06/2020,13,11,0,2,0
RI,19/06/2020,0,0,0,0,0
VC,19/06/2020,11,11,0,0,0
AN,20/06/2020,15,15,0,0,0
AR,20/06/2020,29,29,0,0,0
AS,20/06/2020,0,0,0,0,0
CB,20/06/2020,3,3,0,0,0
CE,20/06/2020,0,0,0,0,0
CL,20/06/2020,18,17,0,1,0
CM,20/06/2020,15,15,0,0,0
CN,20/06/2020,11,11,0,0,0
CT,20/06/2020,90,88,0,2,0
EX,20/06/2020,1,1,0,0,0
GA,20/06/2020,2,2,0,0,0
IB,20/06/2020,3,3,0,0,0
MC,20/06/2020,3,3,0,0,0
MD,20/06/2020,39,39,0,0,0
ML,20/06/2020,0,0,0,0,0
NC,20/06/2020,4,4,0,0,0
PV,20/06/2020,5,4,0,1,0
RI,20/06/2020,1,1,0,0,0
VC,20/06/2020,4,4,0,0,0
AN,21/06/2020,10,10,0,0,0
AR,21/06/2020,38,37,0,1,0
AS,21/06/2020,0,0,0,0,0
CB,21/06/2020,2,2,0,0,0
CE,21/06/2020,0,0,0,0,0
CL,21/06/2020,6,6,0,0,0
CM,21/06/2020,8,8,0,0,0
CN,21/06/2020,2,2,0,0,0
CT,21/06/2020,80,79,0,1,0
EX,21/06/2020,5,5,0,0,0
GA,21/06/2020,6,6,0,0,0
IB,21/06/2020,2,2,0,0,0
MC,21/06/2020,5,5,0,0,0
MD,21/06/2020,29,29,0,0,0
ML,21/06/2020,2,2,0,0,0
NC,21/06/2020,15,15,0,0,0
PV,21/06/2020,10,7,0,3,0
RI,21/06/2020,0,0,0,0,0
VC,21/06/2020,10,10,0,0,0
AN,22/06/2020,17,17,0,0,0
AR,22/06/2020,46,46,0,0,0
AS,22/06/2020,0,0,0,0,0
CB,22/06/2020,1,1,0,0,0
CE,22/06/2020,0,0,0,0,0
CL,22/06/2020,14,14,0,0,0
CM,22/06/2020,15,14,0,1,0
CN,22/06/2020,0,0,0,0,0
CT,22/06/2020,123,100,0,23,0
EX,22/06/2020,1,1,0,0,0
GA,22/06/2020,0,0,0,0,0
IB,22/06/2020,1,1,0,0,0
MC,22/06/2020,4,4,0,0,0
MD,22/06/2020,38,38,0,0,0
ML,22/06/2020,0,0,0,0,0
NC,22/06/2020,18,18,0,0,0
PV,22/06/2020,12,9,0,3,0
RI,22/06/2020,0,0,0,0,0
VC,22/06/2020,7,7,0,0,0
AN,23/06/2020,13,13,0,0,0
AR,23/06/2020,28,28,0,0,0
AS,23/06/2020,0,0,0,0,0
CB,23/06/2020,2,2,0,0,0
CE,23/06/2020,0,0,0,0,0
CL,23/06/2020,29,28,0,1,0
CM,23/06/2020,24,23,0,1,0
CN,23/06/2020,6,6,0,0,0
CT,23/06/2020,134,113,0,21,0
EX,23/06/2020,5,5,0,0,0
GA,23/06/2020,6,6,0,0,0
IB,23/06/2020,5,5,0,0,0
MC,23/06/2020,5,5,0,0,0
MD,23/06/2020,45,45,0,0,0
ML,23/06/2020,0,0,0,0,0
NC,23/06/2020,8,8,0,0,0
PV,23/06/2020,10,6,0,4,0
RI,23/06/2020,1,1,0,0,0
VC,23/06/2020,12,12,0,0,0
AN,24/06/2020,97,97,0,0,0
AR,24/06/2020,59,58,0,1,0
AS,24/06/2020,0,0,0,0,0
CB,24/06/2020,2,2,0,0,0
CE,24/06/2020,0,0,0,0,0
CL,24/06/2020,14,14,0,0,0
CM,24/06/2020,22,21,0,1,0
CN,24/06/2020,1,1,0,0,0
CT,24/06/2020,101,101,0,0,0
EX,24/06/2020,1,1,0,0,0
GA,24/06/2020,4,4,0,0,0
IB,24/06/2020,3,3,0,0,0
MC,24/06/2020,7,7,0,0,0
MD,24/06/2020,45,45,0,0,0
ML,24/06/2020,0,0,0,0,0
NC,24/06/2020,11,11,0,0,0
PV,24/06/2020,17,13,0,4,0
RI,24/06/2020,1,1,0,0,0
VC,24/06/2020,6,6,0,0,0
AN,25/06/2020,22,22,0,0,0
AR,25/06/2020,43,43,0,0,0
AS,25/06/2020,0,0,0,0,0
CB,25/06/2020,0,0,0,0,0
CE,25/06/2020,0,0,0,0,0
CL,25/06/2020,17,17,0,0,0
CM,25/06/2020,22,22,0,0,0
CN,25/06/2020,1,1,0,0,0
CT,25/06/2020,148,117,0,31,0
EX,25/06/2020,4,4,0,0,0
GA,25/06/2020,11,11,0,0,0
IB,25/06/2020,1,1,0,0,0
MC,25/06/2020,5,5,0,0,0
MD,25/06/2020,57,55,0,2,0
ML,25/06/2020,0,0,0,0,0
NC,25/06/2020,6,6,0,0,0
PV,25/06/2020,6,5,0,1,0
RI,25/06/2020,0,0,0,0,0
VC,25/06/2020,9,9,0,0,0
AN,26/06/2020,19,19,0,0,0
AR,26/06/2020,21,21,0,0,0
AS,26/06/2020,0,0,0,0,0
CB,26/06/2020,3,3,0,0,0
CE,26/06/2020,0,0,0,0,0
CL,26/06/2020,15,15,0,0,0
CM,26/06/2020,14,14,0,0,0
CN,26/06/2020,1,1,0,0,0
CT,26/06/2020,207,169,0,38,0
EX,26/06/2020,0,0,0,0,0
GA,26/06/2020,3,3,0,0,0
IB,26/06/2020,10,10,0,0,0
MC,26/06/2020,7,7,0,0,0
MD,26/06/2020,53,52,0,1,0
ML,26/06/2020,0,0,0,0,0
NC,26/06/2020,6,6,0,0,0
PV,26/06/2020,13,10,0,3,0
RI,26/06/2020,0,0,0,0,0
VC,26/06/2020,15,15,0,0,0
AN,27/06/2020,15,15,0,0,0
AR,27/06/2020,49,49,0,0,0
AS,27/06/2020,0,0,0,0,0
CB,27/06/2020,2,2,0,0,0
CE,27/06/2020,0,0,0,0,0
CL,27/06/2020,13,13,0,0,0
CM,27/06/2020,16,15,0,1,0
CN,27/06/2020,0,0,0,0,0
CT,27/06/2020,128,128,0,0,0
EX,27/06/2020,5,5,0,0,0
GA,27/06/2020,8,7,0,1,0
IB,27/06/2020,5,5,0,0,0
MC,27/06/2020,6,6,0,0,0
MD,27/06/2020,21,21,0,0,0
ML,27/06/2020,0,0,0,0,0
NC,27/06/2020,7,7,0,0,0
PV,27/06/2020,7,5,0,2,0
RI,27/06/2020,0,0,0,0,0
VC,27/06/2020,13,13,0,0,0
AN,28/06/2020,27,27,0,0,0
AR,28/06/2020,17,17,0,0,0
AS,28/06/2020,0,0,0,0,0
CB,28/06/2020,0,0,0,0,0
CE,28/06/2020,0,0,0,0,0
CL,28/06/2020,5,5,0,0,0
CM,28/06/2020,16,16,0,0,0
CN,28/06/2020,0,0,0,0,0
CT,28/06/2020,108,107,0,1,0
EX,28/06/2020,4,4,0,0,0
GA,28/06/2020,9,9,0,0,0
IB,28/06/2020,5,5,0,0,0
MC,28/06/2020,3,3,0,0,0
MD,28/06/2020,30,30,0,0,0
ML,28/06/2020,0,0,0,0,0
NC,28/06/2020,2,2,0,0,0
PV,28/06/2020,11,6,0,5,0
RI,28/06/2020,2,2,0,0,0
VC,28/06/2020,13,13,0,0,0
AN,29/06/2020,22,22,0,0,0
AR,29/06/2020,27,27,0,0,0
AS,29/06/2020,1,1,0,0,0
CB,29/06/2020,0,0,0,0,0
CE,29/06/2020,0,0,0,0,0
CL,29/06/2020,11,11,0,0,0
CM,29/06/2020,14,14,0,0,0
CN,29/06/2020,0,0,0,0,0
CT,29/06/2020,191,174,0,17,0
EX,29/06/2020,6,6,0,0,0
GA,29/06/2020,10,10,0,0,0
IB,29/06/2020,9,9,0,0,0
MC,29/06/2020,10,10,0,0,0
MD,29/06/2020,53,53,0,0,0
ML,29/06/2020,0,0,0,0,0
NC,29/06/2020,1,1,0,0,0
PV,29/06/2020,10,8,0,2,0
RI,29/06/2020,1,1,0,0,0
VC,29/06/2020,18,18,0,0,0
AN,30/06/2020,26,25,0,1,0
AR,30/06/2020,35,35,0,0,0
AS,30/06/2020,0,0,0,0,0
CB,30/06/2020,1,1,0,0,0
CE,30/06/2020,0,0,0,0,0
CL,30/06/2020,13,13,0,0,0
CM,30/06/2020,14,14,0,0,0
CN,30/06/2020,5,5,0,0,0
CT,30/06/2020,193,175,0,16,2
EX,30/06/2020,7,7,0,0,0
GA,30/06/2020,20,20,0,0,0
IB,30/06/2020,3,3,0,0,0
MC,30/06/2020,3,3,0,0,0
MD,30/06/2020,66,65,0,1,0
ML,30/06/2020,0,0,0,0,0
NC,30/06/2020,3,3,0,0,0
PV,30/06/2020,18,15,0,3,0
RI,30/06/2020,0,0,0,0,0
VC,30/06/2020,18,18,0,0,0
AN,01/07/2020,23,23,0,0,0
AR,01/07/2020,37,37,0,0,0
AS,01/07/2020,1,1,0,0,0
CB,01/07/2020,1,1,0,0,0
CE,01/07/2020,0,0,0,0,0
CL,01/07/2020,10,9,0,1,0
CM,01/07/2020,19,19,0,0,0
CN,01/07/2020,7,7,0,0,0
CT,01/07/2020,300,278,0,22,0
EX,01/07/2020,9,9,0,0,0
GA,01/07/2020,24,24,0,0,0
IB,01/07/2020,4,4,0,0,0
MC,01/07/2020,5,5,0,0,0
MD,01/07/2020,62,62,0,0,0
ML,01/07/2020,0,0,0,0,0
NC,01/07/2020,6,6,0,0,0
PV,01/07/2020,8,7,0,1,0
RI,01/07/2020,0,0,0,0,0
VC,01/07/2020,23,23,0,0,0
AN,02/07/2020,14,14,0,0,0
AR,02/07/2020,21,21,0,0,0
AS,02/07/2020,0,0,0,0,0
CB,02/07/2020,0,0,0,0,0
CE,02/07/2020,0,0,0,0,0
CL,02/07/2020,9,9,0,0,0
CM,02/07/2020,14,14,0,0,0
CN,02/07/2020,1,1,0,0,0
CT,02/07/2020,249,227,0,21,1
EX,02/07/2020,4,4,0,0,0
GA,02/07/2020,16,16,0,0,0
IB,02/07/2020,3,3,0,0,0
MC,02/07/2020,2,2,0,0,0
MD,02/07/2020,47,47,0,0,0
ML,02/07/2020,0,0,0,0,0
NC,02/07/2020,6,6,0,0,0
PV,02/07/2020,11,9,0,2,0
RI,02/07/2020,0,0,0,0,0
VC,02/07/2020,24,24,0,0,0
AN,03/07/2020,27,27,0,0,0
AR,03/07/2020,45,45,0,0,0
AS,03/07/2020,0,0,0,0,0
CB,03/07/2020,3,3,0,0,0
CE,03/07/2020,0,0,0,0,0
CL,03/07/2020,11,11,0,0,0
CM,03/07/2020,21,21,0,0,0
CN,03/07/2020,4,4,0,0,0
CT,03/07/2020,279,271,0,8,0
EX,03/07/2020,8,8,0,0,0
GA,03/07/2020,21,21,0,0,0
IB,03/07/2020,4,4,0,0,0
MC,03/07/2020,3,3,0,0,0
MD,03/07/2020,79,77,0,2,0
ML,03/07/2020,0,0,0,0,0
NC,03/07/2020,8,8,0,0,0
PV,03/07/2020,15,13,0,2,0
RI,03/07/2020,0,0,0,0,0
VC,03/07/2020,15,15,0,0,0
AN,04/07/2020,25,25,0,0,0
AR,04/07/2020,31,31,0,0,0
AS,04/07/2020,0,0,0,0,0
CB,04/07/2020,0,0,0,0,0
CE,04/07/2020,0,0,0,0,0
CL,04/07/2020,8,8,0,0,0
CM,04/07/2020,12,12,0,0,0
CN,04/07/2020,4,4,0,0,0
CT,04/07/2020,255,254,0,1,0
EX,04/07/2020,4,4,0,0,0
GA,04/07/2020,16,16,0,0,0
IB,04/07/2020,3,3,0,0,0
MC,04/07/2020,6,6,0,0,0
MD,04/07/2020,30,30,0,0,0
ML,04/07/2020,0,0,0,0,0
NC,04/07/2020,5,5,0,0,0
PV,04/07/2020,11,7,0,4,0
RI,04/07/2020,0,0,0,0,0
VC,04/07/2020,6,6,0,0,0
AN,05/07/2020,16,16,0,0,0
AR,05/07/2020,37,37,0,0,0
AS,05/07/2020,0,0,0,0,0
CB,05/07/2020,2,2,0,0,0
CE,05/07/2020,0,0,0,0,0
CL,05/07/2020,3,3,0,0,0
CM,05/07/2020,6,6,0,0,0
CN,05/07/2020,1,1,0,0,0
CT,05/07/2020,252,252,0,0,0
EX,05/07/2020,6,6,0,0,0
GA,05/07/2020,23,23,0,0,0
IB,05/07/2020,3,3,0,0,0
MC,05/07/2020,7,7,0,0,0
MD,05/07/2020,36,33,0,3,0
ML,05/07/2020,0,0,0,0,0
NC,05/07/2020,1,1,0,0,0
PV,05/07/2020,20,16,0,4,0
RI,05/07/2020,1,1,0,0,0
VC,05/07/2020,11,11,0,0,0
AN,06/07/2020,23,23,0,0,0
AR,06/07/2020,77,77,0,0,0
AS,06/07/2020,0,0,0,0,0
CB,06/07/2020,0,0,0,0,0
CE,06/07/2020,0,0,0,0,0
CL,06/07/2020,16,14,0,2,0
CM,06/07/2020,19,19,0,0,0
CN,06/07/2020,3,3,0,0,0
CT,06/07/2020,394,379,0,0,15
EX,06/07/2020,2,1,0,1,0
GA,06/07/2020,23,23,0,0,0
IB,06/07/2020,4,3,1,0,0
MC,06/07/2020,8,8,0,0,0
MD,06/07/2020,71,69,0,2,0
ML,06/07/2020,0,0,0,0,0
NC,06/07/2020,12,12,0,0,0
PV,06/07/2020,36,33,0,3,0
RI,06/07/2020,0,0,0,0,0
VC,06/07/2020,24,24,0,0,0
AN,07/07/2020,32,32,0,0,0
AR,07/07/2020,91,91,0,0,0
AS,07/07/2020,0,0,0,0,0
CB,07/07/2020,1,1,0,0,0
CE,07/07/2020,0,0,0,0,0
CL,07/07/2020,10,9,0,1,0
CM,07/07/2020,15,15,0,0,0
CN,07/07/2020,4,4,0,0,0
CT,07/07/2020,439,437,0,2,0
EX,07/07/2020,16,16,0,0,0
GA,07/07/2020,21,21,0,0,0
IB,07/07/2020,1,1,0,0,0
MC,07/07/2020,14,14,0,0,0
MD,07/07/2020,66,63,0,3,0
ML,07/07/2020,0,0,0,0,0
NC,07/07/2020,14,14,0,0,0
PV,07/07/2020,34,32,0,2,0
RI,07/07/2020,3,3,0,0,0
VC,07/07/2020,25,25,0,0,0
AN,08/07/2020,56,56,0,0,0
AR,08/07/2020,76,76,0,0,0
AS,08/07/2020,2,2,0,0,0
CB,08/07/2020,2,2,0,0,0
CE,08/07/2020,0,0,0,0,0
CL,08/07/2020,14,13,0,1,0
CM,08/07/2020,20,19,0,1,0
CN,08/07/2020,8,8,0,0,0
CT,08/07/2020,487,485,0,2,0
EX,08/07/2020,6,6,0,0,0
GA,08/07/2020,31,31,0,0,0
IB,08/07/2020,4,4,0,0,0
MC,08/07/2020,16,16,0,0,0
MD,08/07/2020,91,91,0,0,0
ML,08/07/2020,0,0,0,0,0
NC,08/07/2020,8,8,0,0,0
PV,08/07/2020,40,37,0,3,0
RI,08/07/2020,5,5,0,0,0
VC,08/07/2020,29,29,0,0,0
AN,09/07/2020,36,36,0,0,0
AR,09/07/2020,91,91,0,0,0
AS,09/07/2020,0,0,0,0,0
CB,09/07/2020,1,1,0,0,0
CE,09/07/2020,0,0,0,0,0
CL,09/07/2020,8,8,0,0,0
CM,09/07/2020,27,27,0,0,0
CN,09/07/2020,8,7,0,0,1
CT,09/07/2020,510,509,0,0,1
EX,09/07/2020,23,23,0,0,0
GA,09/07/2020,20,20,0,0,0
IB,09/07/2020,6,6,0,0,0
MC,09/07/2020,6,6,0,0,0
MD,09/07/2020,91,88,0,3,0
ML,09/07/2020,0,0,0,0,0
NC,09/07/2020,29,29,0,0,0
PV,09/07/2020,34,34,0,0,0
RI,09/07/2020,1,1,0,0,0
VC,09/07/2020,28,28,0,0,0
AN,10/07/2020,60,60,0,0,0
AR,10/07/2020,129,129,0,0,0
AS,10/07/2020,2,2,0,0,0
